"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Validate that item total, tax, and overall total are correctly calculated and displayed on the checkout overview page.","1230","TC_SD_012_verifyTotalsAndTaxOnOverview","SauceDemo Full Suite","Thu Oct 30 02:01:15 UTC 2025","passed","Thu Oct 30 02:01:16 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutTotalsTest","Run All Tests by Package","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutTotalsTest","TC_SD_012_verifyTotalsAndTaxOnOverview"
"Verify that a locked-out user cannot log in and receives the correct error message.","514","TC_SD_003_loginWithLockedOutUser_shouldShowLockedOutError","SauceDemo Full Suite","Thu Oct 30 02:01:25 UTC 2025","passed","Thu Oct 30 02:01:25 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoLoginLockedOutTest","Run All Tests by Package","com.mycompany.selenium_automation_project.tests.SauceDemoLoginLockedOutTest","TC_SD_003_loginWithLockedOutUser_shouldShowLockedOutError"
"Verify that leaving the 'First Name' field empty during checkout displays an appropriate validation error and prevents continuation.","1076","TC_SD_006_Negative_missingFirstName_showsError","SauceDemo Full Suite","Thu Oct 30 02:01:25 UTC 2025","passed","Thu Oct 30 02:01:27 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutNegativeTest","Run All Tests by Package","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutNegativeTest","TC_SD_006_Negative_missingFirstName_showsError"
"Verify that selecting 'Name (A to Z)' from the sort dropdown arranges all products alphabetically in ascending order.","645","TC_SD_011_sortProductsByNameAToZ","SauceDemo Full Suite","Thu Oct 30 02:01:20 UTC 2025","passed","Thu Oct 30 02:01:21 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoSortByNameAToZTest","Run All Tests by Package","com.mycompany.selenium_automation_project.tests.SauceDemoSortByNameAToZTest","TC_SD_011_sortProductsByNameAToZ"
"Verify that selecting 'Price (low to high)' from the sort dropdown correctly arranges products in ascending order by price.","1428","TC_SD_007_sortByPriceLowToHigh","SauceDemo Full Suite","Thu Oct 30 02:01:09 UTC 2025","passed","Thu Oct 30 02:01:11 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoSortTest","Run All Tests by Package","com.mycompany.selenium_automation_project.tests.SauceDemoSortTest","TC_SD_007_sortByPriceLowToHigh"
"Verify that leaving the 'Postal Code' field empty during checkout shows the correct validation error and prevents moving to the next step.","1040","TC_SD_006_Negative_missingPostalCode_showsError","SauceDemo Full Suite","Thu Oct 30 02:01:28 UTC 2025","passed","Thu Oct 30 02:01:29 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutNegativeTest","Run All Tests by Package","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutNegativeTest","TC_SD_006_Negative_missingPostalCode_showsError"
"Verify that adding a single item updates the cart badge and displays the item inside the cart.","847","TC_SD_004_addSingleItemToCart_shouldShowBadgeAndItemInCart","SauceDemo Full Suite","Thu Oct 30 02:01:11 UTC 2025","passed","Thu Oct 30 02:01:12 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoAddToCartTest","Run All Tests by Package","com.mycompany.selenium_automation_project.tests.SauceDemoAddToCartTest","TC_SD_004_addSingleItemToCart_shouldShowBadgeAndItemInCart"
"Verify that removing an item from the cart empties it and hides the cart badge from the header.","837","TC_SD_005_removeItemFromCart_shouldEmptyCartAndHideBadge","SauceDemo Full Suite","Thu Oct 30 02:01:13 UTC 2025","passed","Thu Oct 30 02:01:14 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoAddToCartTest","Run All Tests by Package","com.mycompany.selenium_automation_project.tests.SauceDemoAddToCartTest","TC_SD_005_removeItemFromCart_shouldEmptyCartAndHideBadge"
"Verify that clicking a product name opens its details page, and using the 'Back to Products' button correctly returns to the main product list.","766","TC_SD_010_productDetailsAndBack","SauceDemo Full Suite","Thu Oct 30 02:01:14 UTC 2025","passed","Thu Oct 30 02:01:15 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoProductDetailsTest","Run All Tests by Package","com.mycompany.selenium_automation_project.tests.SauceDemoProductDetailsTest","TC_SD_010_productDetailsAndBack"
"Verify that leaving the 'Last Name' field empty during checkout triggers the correct validation error message and prevents proceeding to the next step.","1092","TC_SD_006_Negative_missingLastName_showsError","SauceDemo Full Suite","Thu Oct 30 02:01:27 UTC 2025","passed","Thu Oct 30 02:01:28 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutNegativeTest","Run All Tests by Package","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutNegativeTest","TC_SD_006_Negative_missingLastName_showsError"
