"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that selecting 'Name (A to Z)' from the sort dropdown arranges all products alphabetically in ascending order.","766","TC_SD_011_sortProductsByNameAToZ","SauceDemo Suite","Thu Oct 09 02:49:42 UTC 2025","passed","Thu Oct 09 02:49:43 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoSortByNameAToZTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoSortByNameAToZTest","TC_SD_011_sortProductsByNameAToZ"
"Verify that a locked-out user cannot log in and receives the correct error message.","631","TC_SD_003_loginWithLockedOutUser_shouldShowLockedOutError","SauceDemo Suite","Thu Oct 09 02:49:47 UTC 2025","passed","Thu Oct 09 02:49:47 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoLoginLockedOutTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoLoginLockedOutTest","TC_SD_003_loginWithLockedOutUser_shouldShowLockedOutError"
"Verify that selecting 'Price (low to high)' from the sort dropdown correctly arranges products in ascending order by price.","1091","TC_SD_007_sortByPriceLowToHigh","SauceDemo Suite","Thu Oct 09 02:49:31 UTC 2025","passed","Thu Oct 09 02:49:32 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoSortTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoSortTest","TC_SD_007_sortByPriceLowToHigh"
"Validate that item total, tax, and overall total are correctly calculated and displayed on the checkout overview page.","1172","TC_SD_012_verifyTotalsAndTaxOnOverview","SauceDemo Suite","Thu Oct 09 02:49:37 UTC 2025","passed","Thu Oct 09 02:49:38 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutTotalsTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutTotalsTest","TC_SD_012_verifyTotalsAndTaxOnOverview"
"Verify that login with invalid password shows the correct error message and stays on login page","595","TC_SD_002_loginWithInvalidPassword_shouldShowErrorAndStayOnLogin","SauceDemo Suite","Thu Oct 09 02:49:41 UTC 2025","passed","Thu Oct 09 02:49:41 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoLoginInvalidTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoLoginInvalidTest","TC_SD_002_loginWithInvalidPassword_shouldShowErrorAndStayOnLogin"
"Verify that leaving the 'Last Name' field empty during checkout triggers the correct validation error message and prevents proceeding to the next step.","1094","TC_SD_006_Negative_missingLastName_showsError","SauceDemo Suite","Thu Oct 09 02:49:49 UTC 2025","passed","Thu Oct 09 02:49:51 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutNegativeTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutNegativeTest","TC_SD_006_Negative_missingLastName_showsError"
"Verify that removing an item from the cart empties it and hides the cart badge from the header.","1055","TC_SD_005_removeItemFromCart_shouldEmptyCartAndHideBadge","SauceDemo Suite","Thu Oct 09 02:49:34 UTC 2025","passed","Thu Oct 09 02:49:35 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoAddToCartTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoAddToCartTest","TC_SD_005_removeItemFromCart_shouldEmptyCartAndHideBadge"
"Verify that a user can successfully log in with valid credentials and navigate to the products page","620","TC_SD_001_loginWithValidCredentials_shouldNavigateToProducts","SauceDemo Suite","Thu Oct 09 02:49:38 UTC 2025","passed","Thu Oct 09 02:49:39 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoLoginValidTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoLoginValidTest","TC_SD_001_loginWithValidCredentials_shouldNavigateToProducts"
"Verify that leaving the 'Postal Code' field empty during checkout shows the correct validation error and prevents moving to the next step.","1242","TC_SD_006_Negative_missingPostalCode_showsError","SauceDemo Suite","Thu Oct 09 02:49:51 UTC 2025","passed","Thu Oct 09 02:49:52 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutNegativeTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutNegativeTest","TC_SD_006_Negative_missingPostalCode_showsError"
"Verify that adding a single item updates the cart badge and displays the item inside the cart.","910","TC_SD_004_addSingleItemToCart_shouldShowBadgeAndItemInCart","SauceDemo Suite","Thu Oct 09 02:49:32 UTC 2025","passed","Thu Oct 09 02:49:33 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoAddToCartTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoAddToCartTest","TC_SD_004_addSingleItemToCart_shouldShowBadgeAndItemInCart"
