"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that a locked-out user cannot log in and receives the correct error message.","575","TC_SD_003_loginWithLockedOutUser_shouldShowLockedOutError","SauceDemo Full Suite","Thu Oct 09 07:02:16 UTC 2025","passed","Thu Oct 09 07:02:17 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoLoginLockedOutTest","Run All Tests by Package","com.mycompany.selenium_automation_project.tests.SauceDemoLoginLockedOutTest","TC_SD_003_loginWithLockedOutUser_shouldShowLockedOutError"
"Verify that leaving the 'Postal Code' field empty during checkout shows the correct validation error and prevents moving to the next step.","61124","TC_SD_006_Negative_missingPostalCode_showsError","SauceDemo Full Suite","Thu Oct 09 07:04:21 UTC 2025","broken","Thu Oct 09 07:05:22 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutNegativeTest","Run All Tests by Package","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutNegativeTest","TC_SD_006_Negative_missingPostalCode_showsError"
"Verify that removing an item from the cart empties it and hides the cart badge from the header.","61224","TC_SD_005_removeItemFromCart_shouldEmptyCartAndHideBadge","SauceDemo Full Suite","Thu Oct 09 06:58:02 UTC 2025","broken","Thu Oct 09 06:59:04 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoAddToCartTest","Run All Tests by Package","com.mycompany.selenium_automation_project.tests.SauceDemoAddToCartTest","TC_SD_005_removeItemFromCart_shouldEmptyCartAndHideBadge"
"Verify that selecting 'Price (low to high)' from the sort dropdown correctly arranges products in ascending order by price.","1781","TC_SD_007_sortByPriceLowToHigh","SauceDemo Full Suite","Thu Oct 09 06:56:58 UTC 2025","passed","Thu Oct 09 06:57:00 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoSortTest","Run All Tests by Package","com.mycompany.selenium_automation_project.tests.SauceDemoSortTest","TC_SD_007_sortByPriceLowToHigh"
"Verify that items added to the cart remain after navigating away and returning to the Products page.","61141","TC_SD_008_cartStatePersistsAfterNavigation","SauceDemo Full Suite","Thu Oct 09 06:59:39 UTC 2025","broken","Thu Oct 09 07:00:40 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoCartPersistenceTest","Run All Tests by Package","com.mycompany.selenium_automation_project.tests.SauceDemoCartPersistenceTest","TC_SD_008_cartStatePersistsAfterNavigation"
"Verify that leaving the 'First Name' field empty during checkout displays an appropriate validation error and prevents continuation.","61157","TC_SD_006_Negative_missingFirstName_showsError","SauceDemo Full Suite","Thu Oct 09 07:02:17 UTC 2025","broken","Thu Oct 09 07:03:18 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutNegativeTest","Run All Tests by Package","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutNegativeTest","TC_SD_006_Negative_missingFirstName_showsError"
"Verify that leaving the 'Last Name' field empty during checkout triggers the correct validation error message and prevents proceeding to the next step.","61164","TC_SD_006_Negative_missingLastName_showsError","SauceDemo Full Suite","Thu Oct 09 07:03:19 UTC 2025","broken","Thu Oct 09 07:04:20 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutNegativeTest","Run All Tests by Package","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutNegativeTest","TC_SD_006_Negative_missingLastName_showsError"
"Verify that selecting 'Name (A to Z)' from the sort dropdown arranges all products alphabetically in ascending order.","728","TC_SD_011_sortProductsByNameAToZ","SauceDemo Full Suite","Thu Oct 09 07:00:42 UTC 2025","passed","Thu Oct 09 07:00:42 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoSortByNameAToZTest","Run All Tests by Package","com.mycompany.selenium_automation_project.tests.SauceDemoSortByNameAToZTest","TC_SD_011_sortProductsByNameAToZ"
"Validate that item total, tax, and overall total are correctly calculated and displayed on the checkout overview page.","1409","TC_SD_012_verifyTotalsAndTaxOnOverview","SauceDemo Full Suite","Thu Oct 09 06:59:36 UTC 2025","passed","Thu Oct 09 06:59:37 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutTotalsTest","Run All Tests by Package","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutTotalsTest","TC_SD_012_verifyTotalsAndTaxOnOverview"
"Verify that after logout, the user cannot access protected pages like inventory and is redirected back to the login page.","31022","TC_SD_009_logoutAndAccessProtection","SauceDemo Full Suite","Thu Oct 09 07:00:43 UTC 2025","broken","Thu Oct 09 07:01:14 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoLogoutProtectionTest","Run All Tests by Package","com.mycompany.selenium_automation_project.tests.SauceDemoLogoutProtectionTest","TC_SD_009_logoutAndAccessProtection"
"Verify that a user can complete the full checkout process from cart to the 'Checkout: Complete!' page.","61161","TC_SD_006_completeCheckoutFlow","SauceDemo Full Suite","Thu Oct 09 07:01:14 UTC 2025","broken","Thu Oct 09 07:02:16 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutTest","Run All Tests by Package","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutTest","TC_SD_006_completeCheckoutFlow"
"Verify that clicking a product name opens its details page, and using the 'Back to Products' button correctly returns to the main product list.","30920","TC_SD_010_productDetailsAndBack","SauceDemo Full Suite","Thu Oct 09 06:59:04 UTC 2025","broken","Thu Oct 09 06:59:35 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoProductDetailsTest","Run All Tests by Package","com.mycompany.selenium_automation_project.tests.SauceDemoProductDetailsTest","TC_SD_010_productDetailsAndBack"
"Verify that adding a single item updates the cart badge and displays the item inside the cart.","61287","TC_SD_004_addSingleItemToCart_shouldShowBadgeAndItemInCart","SauceDemo Full Suite","Thu Oct 09 06:57:01 UTC 2025","broken","Thu Oct 09 06:58:02 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoAddToCartTest","Run All Tests by Package","com.mycompany.selenium_automation_project.tests.SauceDemoAddToCartTest","TC_SD_004_addSingleItemToCart_shouldShowBadgeAndItemInCart"
"Verify that a user can successfully log in with valid credentials and navigate to the products page","698","TC_SD_001_loginWithValidCredentials_shouldNavigateToProducts","SauceDemo Full Suite","Thu Oct 09 06:59:38 UTC 2025","passed","Thu Oct 09 06:59:38 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoLoginValidTest","Run All Tests by Package","com.mycompany.selenium_automation_project.tests.SauceDemoLoginValidTest","TC_SD_001_loginWithValidCredentials_shouldNavigateToProducts"
"Verify that login with invalid password shows the correct error message and stays on login page","594","TC_SD_002_loginWithInvalidPassword_shouldShowErrorAndStayOnLogin","SauceDemo Full Suite","Thu Oct 09 07:00:41 UTC 2025","passed","Thu Oct 09 07:00:41 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoLoginInvalidTest","Run All Tests by Package","com.mycompany.selenium_automation_project.tests.SauceDemoLoginInvalidTest","TC_SD_002_loginWithInvalidPassword_shouldShowErrorAndStayOnLogin"
